cluster	id	name
cluster_179	transfac_motifs_motif877_n877,transfac_motifs_motif731_n731,transfac_motifs_motif650_n650,transfac_motifs_motif404_n404,transfac_motifs_motif571_n571	motif877|Attract:HNRNPA2B1_707,motif731|Attract:HNRNPA2B1_704,motif650|Attract:HNRNPA2B1_703,motif404|Attract:HNRNPA2B1_705,Attract:HNRNPA1_183,Attract:HNRNPA2B1_708,Attract:HNRNPA2B1_125,Attract:HNRNPA1_52,Attract:HNRNPA3_123,motif571|Attract:HNRNPA2B1_706
cluster_180	transfac_motifs_motif429_n429,transfac_motifs_motif501_n501,transfac_motifs_motif951_n951,transfac_motifs_motif245_n245,transfac_motifs_motif354_n354	motif429|Ornament:HNRNPA0_7mer_logo1,motif501|Attract:HNRNPA1_653,motif951|Ornament:MSI1_7mer_logo0,motif245|Ornament:UNK_7mer_logo1,motif354|Ornament:HNRNPAB_7mer_logoM210,CISBP:HNRPDL_M210_0.6
cluster_181	transfac_motifs_motif206_n206,transfac_motifs_motif207_n207,transfac_motifs_motif283_n283	motif206|Ornament:SNRPA_7mer_logo1,motif207|Ornament:SNRPA_7mer_logo0,motif283|Ornament:SNRPA_7mer_logoM069,Attract:SNRPA_M069_0.6,Ray2013:RNCMPT00071_SNRPA,CISBP:SNRPA_M069_0.6
cluster_182	transfac_motifs_motif218_n218,transfac_motifs_motif241_n241	motif218|Ornament:DAZ3_7mer_logo2,motif241|Ornament:DAZ3_7mer_logo0
cluster_183	transfac_motifs_motif519_n519,transfac_motifs_motif769_n769	motif519|Attract:PTBP1_1013,Attract:PTBP1_1012,motif769|Attract:TIA1_1285
cluster_184	transfac_motifs_motif348_n348,transfac_motifs_motif144_n144,transfac_motifs_motif390_n390	motif348|Ornament:HNRNPL_7mer_logoM089,Attract:HNRNPL_M089_0.6,Ray2013:RNCMPT00091_HNRNPL,CISBP:HNRNPL_ENSG00000215042_M089_0.6,motif144|Ornament:CNOT4_7mer_logo0,motif390|Ornament:Cnot4_7mer_logoM008
cluster_185	transfac_motifs_motif673_n673,transfac_motifs_motif346_n346,transfac_motifs_motif349_n349,transfac_motifs_motif740_n740,transfac_motifs_motif343_n343,transfac_motifs_motif345_n345	motif673|Ornament:HNRNPL_7mer_logo0,motif346|Ornament:hnRNPLL_7mer_logoM169,Attract:HNRNPLL_M169_0.6,Ray2013:RNCMPT00178_HNRPLL,CISBP:hnRNPLL_M169_0.6,motif349|Ornament:HNRNPL_7mer_logoM027,Attract:HNRNPL_M027_0.6,Ray2013:RNCMPT00027_HNRNPL,CISBP:HNRNPL_M027_0.6,motif740|Ornament:IGF2BP2_7mer_logo1,motif343|Ornament:IGF2BP3_7mer_logoM163,Attract:IGF2BP3_M163_0.6,Ray2013:RNCMPT00172_IGF2BP3,CISBP:IGF2BP3_M163_0.6,motif345|Ornament:IGF2BP2_7mer_logoM032,Attract:IGF2BP2_M032_0.6,Ray2013:RNCMPT00033_IGF2BP2,CISBP:IGF2BP2_M032_0.6
cluster_186	transfac_motifs_motif682_n682,transfac_motifs_motif891_n891	motif682|Attract:SRP54_456,Attract:SRP68_363,Attract:SRP19_547,motif891|Attract:SRP19_540
cluster_187	transfac_motifs_motif667_n667,transfac_motifs_motif853_n853	motif667|Attract:SRP68_573,motif853|Attract:SRP68_347
cluster_188	transfac_motifs_motif995_n995,transfac_motifs_motif685_n685,transfac_motifs_motif718_n718	motif995|Ornament:NOVA1_7mer_logo1,motif685|Ornament:IGF2BP1_7mer_logo2,motif718|Ornament:IGF2BP2_7mer_logo3
cluster_189	transfac_motifs_motif45_n45,transfac_motifs_motif659_n659	motif45|Attract:SRSF2_1334,motif659|Attract:SRSF2_s59
cluster_190	transfac_motifs_motif17_n17,transfac_motifs_motif7_n7	motif17|Attract:RC3H1_467,motif7|Attract:RC3H1_354
cluster_191	transfac_motifs_motif26_n26,transfac_motifs_motif966_n966	motif26|Attract:QKI_70,motif966|Attract:QKI_83
cluster_192	transfac_motifs_motif528_n528,transfac_motifs_motif791_n791	motif528|Attract:FMR1_78,motif791|Attract:FMR1_s18
cluster_193	transfac_motifs_motif103_n103,transfac_motifs_motif548_n548	motif103|CISBP:NOVA2_M325_0.6,motif548|Attract:NOVA2_M325_0.6
cluster_194	transfac_motifs_motif107_n107	motif107|CISBP:NOVA2_ENSG00000248163_ENSG00000249644_M323_0.6
cluster_195	transfac_motifs_motif24_n24	motif24|Attract:OAS1_385
cluster_196	transfac_motifs_motif506_n506	motif506|Attract:G3BP1_33
cluster_197	transfac_motifs_motif564_n564	motif564|Attract:SFPQ_s70
cluster_198	transfac_motifs_motif577_n577	motif577|Attract:PUM1_82
cluster_199	transfac_motifs_motif602_n602	motif602|Attract:QKI_104
cluster_200	transfac_motifs_motif654_n654	motif654|Attract:PTBP1_165
cluster_201	transfac_motifs_motif67_n67	motif67|Attract:SRSF1_1376
cluster_202	transfac_motifs_motif766_n766	motif766|Attract:HNRNPDL_s44
cluster_203	transfac_motifs_motif828_n828	motif828|Attract:A1CF_110
cluster_204	transfac_motifs_motif839_n839	motif839|Attract:AGO1_509
cluster_205	transfac_motifs_motif849_n849	motif849|Attract:SRSF1_1217
cluster_206	transfac_motifs_motif857_n857	motif857|Attract:NOVA2_564
cluster_207	transfac_motifs_motif90_n90	motif90|CISBP:NCL_M245_0.6
cluster_208	transfac_motifs_motif930_n930	motif930|Attract:PTBP1_143
cluster_209	transfac_motifs_motif961_n961	motif961|Attract:HNRNPDL_s35
