cluster	id	name
cluster_094	transfac_motifs_motif628_n628,transfac_motifs_motif318_n318,transfac_motifs_motif139_n139,transfac_motifs_motif317_n317	motif628|Attract:PTBP1_1002,Attract:RBM4_1146,motif318|Ornament:PTBP1_7mer_logoM227,Attract:PTBP1_M227_0.6,Ray2013:RNCMPT00268_PTBP1,CISBP:PTBP1_PTBP2_ROD1_M227_0.6,motif139|Ornament:PTBP3_7mer_logo0,motif317|Ornament:PTBP1_7mer_logoM228,Ray2013:RNCMPT00269_PTBP1,CISBP:PTBP1_M228_0.6
cluster_095	transfac_motifs_motif566_n566,transfac_motifs_motif261_n261,transfac_motifs_motif262_n262,transfac_motifs_motif264_n264	motif566|Attract:HNRNPDL_s79,motif261|Ornament:YBX2_7mer_logoM082,Attract:YBX2_M082_0.6,Ray2013:RNCMPT00084_YBX2,CISBP:YBX2_M082_0.6,motif262|Ornament:YB1_7mer_logoM111,Attract:YBX1_M111_0.6,Ray2013:RNCMPT00116_YBX1,CISBP:YB-1_M111_0.6,motif264|Ornament:YB1_7mer_logoM081,Attract:YBX1_M081_0.6,Ray2013:RNCMPT00083_YBX1,CISBP:CSDA_YB-1_M081_0.6
cluster_096	transfac_motifs_motif16_n16,transfac_motifs_motif970_n970,transfac_motifs_motif223_n223,transfac_motifs_motif695_n695,transfac_motifs_motif489_n489,transfac_motifs_motif413_n413,transfac_motifs_motif101_n101,transfac_motifs_motif15_n15	motif16|Attract:ZRANB2_s21,motif970|Attract:RBM5_1152,motif223|Ornament:SRSF9_7mer_logo1,motif695|Attract:ZRANB2_1300,motif489|Attract:HNRNPF_840,Attract:HNRNPF_839,Attract:ESRP1_601,motif413|Attract:HNRNPH1_885,Attract:HNRNPH3_962,Attract:HNRNPF_833,Attract:HNRNPF_823,Attract:HNRNPH1_897,Attract:HNRNPH2_912,Attract:HNRNPH2_949,Attract:HNRNPH3_978,Attract:HNRNPH1_858,Attract:HNRNPH2_937,Attract:HNRNPH1_857,Attract:HNRNPF_806,Attract:HNRNPH3_983,Attract:HNRNPH2_911,Attract:HNRNPH3_963,motif101|CISBP:NONO_M307_0.6,motif15|Attract:NONO_M307_0.6
cluster_097	transfac_motifs_motif138_n138,transfac_motifs_motif193_n193	motif138|Ornament:PTBP3_7mer_logo1,motif193|Ornament:RC3H1_7mer_logo1
cluster_098	transfac_motifs_motif996_n996,transfac_motifs_motif165_n165,transfac_motifs_motif918_n918	motif996|Attract:OAS1_535,motif165|Ornament:RBM23_7mer_logo1,motif918|Ornament:MBNL1_7mer_logo2
cluster_099	transfac_motifs_motif277_n277,transfac_motifs_motif396_n396	motif277|Ornament:EIF4G2_7mer_logo2,motif396|Ornament:ANKHD1_7mer_logoM002,Attract:ANKHD1_M002_0.6,Ray2013:RNCMPT00002_ANKHD1,CISBP:ANKHD1_ANKRD17_ENSG00000249536_M002_0.6
cluster_100	transfac_motifs_motif508_n508,transfac_motifs_motif552_n552,transfac_motifs_motif116_n116,transfac_motifs_motif713_n713	motif508|Attract:HNRNPH1_872,Attract:HNRNPH2_926,Attract:HNRNPF_815,Attract:HNRNPH3_970,motif552|Attract:SRSF2_s57,motif116|CISBP:SNRPA_M346_0.6,motif713|Attract:SNRPA_M346_0.6
cluster_101	transfac_motifs_motif975_n975,transfac_motifs_motif449_n449,transfac_motifs_motif948_n948	motif975|Attract:SRSF6_1271,motif449|Attract:SRSF6_1272,motif948|Attract:SRSF6_1273
cluster_102	transfac_motifs_motif703_n703,transfac_motifs_motif983_n983,transfac_motifs_motif711_n711,transfac_motifs_motif902_n902,transfac_motifs_motif417_n417,transfac_motifs_motif999_n999,transfac_motifs_motif377_n377,transfac_motifs_motif379_n379,transfac_motifs_motif259_n259,transfac_motifs_motif378_n378,transfac_motifs_motif785_n785,transfac_motifs_motif563_n563,transfac_motifs_motif380_n380,transfac_motifs_motif858_n858	motif703|Attract:ELAVL4_353,motif983|Attract:HNRNPD_738,motif711|Attract:KHSRP_81,motif902|Attract:HNRNPA1_655,motif417|Attract:ELAVL3_47,motif999|Attract:ELAVL3_119,motif377|Ornament:ELAVL1_7mer_logoM127,Attract:ELAVL1_M127_0.6,Ray2013:RNCMPT00136_HuR,CISBP:ELAVL1_M127_0.6,motif379|Ornament:ELAVL1_7mer_logoM108,Attract:ELAVL1_M108_0.6,Ray2013:RNCMPT00112_HuR,CISBP:ELAVL1_M108_0.6,motif259|Ornament:ZC3H14CONSTRUCT_7mer_logoM084,Ray2013:RNCMPT00086_ZC3H14,motif378|Ornament:ELAVL1_7mer_logoM112,Attract:ELAVL1_M112_0.6,Ray2013:RNCMPT00117_HuR,CISBP:ELAVL1_M112_0.6,motif785|Ornament:BOLL_7mer_logo2,motif563|Ornament:BOLL_7mer_logo0,motif380|Ornament:ELAVL1_7mer_logoM031,Attract:ELAVL1_M031_0.6,Ray2013:RNCMPT00032_HuR,CISBP:ELAVL1_M031_0.6,motif858|Attract:ELAVL1_s101
cluster_103	transfac_motifs_motif170_n170,transfac_motifs_motif202_n202,transfac_motifs_motif582_n582,transfac_motifs_motif947_n947	motif170|Ornament:RBM25_7mer_logo2,motif202|Ornament:SFPQ_7mer_logo3,motif582|Attract:YBX1_s99,motif947|Attract:RBM4_s102
cluster_104	transfac_motifs_motif244_n244,transfac_motifs_motif418_n418,transfac_motifs_motif14_n14,transfac_motifs_motif402_n402,transfac_motifs_motif643_n643	motif244|Ornament:UNK_7mer_logo2,motif418|Ornament:HNRNPA0_7mer_logo2,motif14|Attract:HNRNPDL_s43,motif402|Attract:HNRNPDL_s36,motif643|Attract:SF1_1204
cluster_105	transfac_motifs_motif676_n676,transfac_motifs_motif753_n753,transfac_motifs_motif619_n619,transfac_motifs_motif998_n998	motif676|Attract:HNRNPL_s38,motif753|Attract:NOVA1_459,motif619|Attract:ZNF346_388,motif998|Attract:HNRNPL_1051
cluster_106	transfac_motifs_motif238_n238,transfac_motifs_motif1002_n1002,transfac_motifs_motif635_n635,transfac_motifs_motif405_n405,transfac_motifs_motif608_n608,transfac_motifs_motif557_n557,transfac_motifs_motif675_n675,transfac_motifs_motif737_n737	motif238|Ornament:TRA2A_7mer_logo0,motif1002|Attract:SRSF1_1239,motif635|Attract:TRA2B_s76,motif405|Attract:SRSF1_1227,Attract:SRSF7_589,Attract:SRSF1_1215,Attract:SRSF2_1178,Attract:SRSF7_1360,Attract:SRSF2_1352,Attract:SRSF1_1389,motif608|Attract:SRSF2_1174,Attract:SRSF6_1270,Attract:SRSF4_1275,Attract:SRSF1_1225,Attract:SRSF5_1265,motif557|Attract:TRA2B_s77,motif675|Attract:TRA2B_1076,Attract:TRA2B_1315,motif737|Attract:TRA2B_1077
cluster_107	transfac_motifs_motif10_n10,transfac_motifs_motif76_n76	motif10|Attract:AGO2_399,motif76|Attract:RBMX_1377
cluster_108	transfac_motifs_motif217_n217,transfac_motifs_motif438_n438,transfac_motifs_motif125_n125,transfac_motifs_motif823_n823	motif217|Ornament:SRSF5_7mer_logo0,motif438|Attract:PCBP1_769,Attract:RBM5_1150,Attract:HNRNPK_1041,Attract:PCBP2_797,Attract:HNRNPK_1036,Attract:PCBP1_763,Attract:HNRNPK_1045,Attract:HNRNPU_1071,Attract:HNRNPK_1034,Attract:PCBP1_774,Attract:PCBP1_773,Attract:HNRNPK_1026,Attract:HNRNPK_1040,Attract:PTBP1_1016,Attract:NOVA1_1127,Attract:PCBP2_791,Attract:PCBP2_795,Attract:HNRNPK_1044,Attract:HNRNPA1_684,Attract:PCBP1_776,Attract:ELAVL1_1107,Attract:HNRNPK_1043,motif125|Ornament:PCBP1_7mer_logo0,motif823|Attract:SUPV3L1_330
cluster_109	transfac_motifs_motif1006_n1006,transfac_motifs_motif663_n663	motif1006|Ornament:NOVA1_7mer_logo0,motif663|Attract:NOVA1_s94
cluster_110	transfac_motifs_motif464_n464,transfac_motifs_motif610_n610,transfac_motifs_motif842_n842	motif464|Attract:NXF1_418,motif610|Attract:NXF1_572,motif842|Attract:SRP14_342
cluster_111	transfac_motifs_motif1_n1,transfac_motifs_motif593_n593,transfac_motifs_motif868_n868,transfac_motifs_motif4_n4,transfac_motifs_motif541_n541	motif1|Attract:PCBP2_792,Attract:HNRNPD_735,Attract:PCBP1_766,motif593|Attract:PCBP2_794,Attract:HNRNPD_744,Attract:HNRNPD_737,Attract:PCBP1_768,motif868|Attract:KHSRP_1115,motif4|Attract:HNRNPA1_650,motif541|Attract:KHSRP_12,Attract:SRSF2_1363,Attract:HNRNPA1_1366
cluster_112	transfac_motifs_motif82_n82,transfac_motifs_motif841_n841,transfac_motifs_motif960_n960	motif82|Attract:RBMX_1316,motif841|Attract:SF1_120,motif960|Attract:SF1_495
cluster_113	transfac_motifs_motif678_n678,transfac_motifs_motif859_n859	motif678|Attract:NELFE_122,motif859|Attract:NELFE_6
cluster_114	transfac_motifs_motif802_n802,transfac_motifs_motif482_n482,transfac_motifs_motif604_n604,transfac_motifs_motif693_n693	motif802|Attract:FXR1_M152_0.6,Ray2013:RNCMPT00161_FXR1,CISBP:FXR1_M152_0.6,motif482|Attract:SRSF7_590,motif604|Attract:HNRNPAB_76,Attract:SRSF10_s98,motif693|Attract:SRSF10_1262
cluster_115	transfac_motifs_motif618_n618,transfac_motifs_motif128_n128,transfac_motifs_motif124_n124,transfac_motifs_motif132_n132	motif618|Ornament:HNRNPK_7mer_logo2,motif128|Ornament:PCBP2_7mer_logo2,motif124|Ornament:PCBP1_7mer_logo1,motif132|Ornament:PCBP4_7mer_logo1
cluster_116	transfac_motifs_motif100_n100,transfac_motifs_motif436_n436,transfac_motifs_motif882_n882	motif100|CISBP:EIF4B_M292_0.6,motif436|Attract:ELAVL2_96,motif882|Attract:F2_366
cluster_117	transfac_motifs_motif297_n297,transfac_motifs_motif31_n31,transfac_motifs_motif732_n732	motif297|Ornament:A1CF_7mer_logo2,motif31|Attract:CELF1_592,motif732|Attract:RBFOX1_612,Attract:RBFOX2_622
cluster_118	transfac_motifs_motif195_n195,transfac_motifs_motif336_n336	motif195|Ornament:RC3H1_7mer_logo3,motif336|Ornament:MATR3_7mer_logoM036,Attract:MATR3_M036_0.6,Ray2013:RNCMPT00037_MATR3,CISBP:MATR3_M036_0.6
cluster_119	transfac_motifs_motif198_n198,transfac_motifs_motif668_n668	motif198|Ornament:SF1_7mer_logo1,motif668|Attract:PCBP2_800,Attract:PCBP2_156
cluster_120	transfac_motifs_motif903_n903,transfac_motifs_motif653_n653,transfac_motifs_motif691_n691	motif903|Attract:NOVA2_s29,motif653|Attract:HNRNPA2B1_699,Attract:HNRNPA1_662,Attract:HNRNPA1_1358,motif691|Attract:HNRNPA1_643
cluster_121	transfac_motifs_motif183_n183,transfac_motifs_motif219_n219,transfac_motifs_motif867_n867,transfac_motifs_motif182_n182,transfac_motifs_motif551_n551	motif183|Ornament:RBM47_7mer_logo0,motif219|Ornament:A1CF_7mer_logo1,motif867|Attract:TRA2B_1091,motif182|Ornament:RBM47_7mer_logo1,motif551|Ornament:HNRNPDL_7mer_logo0
cluster_122	transfac_motifs_motif173_n173,transfac_motifs_motif174_n174,transfac_motifs_motif301_n301,transfac_motifs_motif263_n263,transfac_motifs_motif187_n187,transfac_motifs_motif255_n255	motif173|Ornament:RBM41_7mer_logo1,motif174|Ornament:RBM41_7mer_logo0,motif301|Ornament:RBM41_7mer_logoM051,Attract:RBM41_M051_0.6,Ray2013:RNCMPT00053_RBM41,CISBP:RBM41_M051_0.6,motif263|Ornament:DAZAP1_7mer_logo1,motif187|Ornament:RBMS3_7mer_logo3,motif255|Ornament:CNOT4_7mer_logo1
cluster_123	transfac_motifs_motif194_n194,transfac_motifs_motif256_n256,transfac_motifs_motif674_n674	motif194|Ornament:RC3H1_7mer_logo2,motif256|Ornament:FUBP1_7mer_logo3,motif674|Ornament:BOLL_7mer_logo1
cluster_124	transfac_motifs_motif201_n201,transfac_motifs_motif451_n451,transfac_motifs_motif562_n562,transfac_motifs_motif171_n171,transfac_motifs_motif320_n320,transfac_motifs_motif370_n370,transfac_motifs_motif596_n596	motif201|Ornament:SFPQ_7mer_logo4,motif451|Ornament:HNRNPA2B1_7mer_logo1,motif562|Ornament:HNRNPF_7mer_logo2,motif171|Ornament:RBM25_7mer_logo1,motif320|Ornament:ESRP1_7mer_logo2,motif370|Ornament:ESRP2_7mer_logoM141,Attract:ESRP2_M141_0.6,Ray2013:RNCMPT00150_ESRP2,CISBP:ESRP2_ESRP1_M141_0.6,motif596|Ornament:HNRNPH2_7mer_logo1
cluster_125	transfac_motifs_motif150_n150,transfac_motifs_motif188_n188	motif150|Ornament:RBM4_7mer_logo1,motif188|Ornament:DAZ3_7mer_logo4
cluster_126	transfac_motifs_motif154_n154,transfac_motifs_motif251_n251	motif154|Ornament:RBM4B_7mer_logo1,motif251|Ornament:ZNF326_7mer_logo2
cluster_127	transfac_motifs_motif292_n292,transfac_motifs_motif79_n79	motif292|Ornament:Rbp1_7mer_logoM056,CISBP:SRSF3_M056_0.6,motif79|Attract:SRSF5_1330
cluster_128	transfac_motifs_motif337_n337,transfac_motifs_motif683_n683,transfac_motifs_motif75_n75,transfac_motifs_motif981_n981,transfac_motifs_motif61_n61,transfac_motifs_motif749_n749	motif337|Ornament:EWSR1_7mer_logo3,motif683|Attract:SRSF2_s52,motif75|Attract:SRSF5_1333,motif981|Attract:SRSF1_1237,motif61|Attract:SRSF1_1335,motif749|Attract:SRSF1_1236
cluster_129	transfac_motifs_motif192_n192,transfac_motifs_motif507_n507,transfac_motifs_motif836_n836,transfac_motifs_motif366_n366,transfac_motifs_motif391_n391	motif192|Ornament:RC3H1_7mer_logo0,motif507|Ornament:HNRNPD_7mer_logo2,motif836|Attract:KHSRP_28,Attract:KHSRP_1112,Attract:KHSRP_1118,motif366|Ornament:FUBP1_7mer_logo2,motif391|Ornament:FUBP3_7mer_logo1
cluster_130	transfac_motifs_motif42_n42,transfac_motifs_motif483_n483,transfac_motifs_motif928_n928	motif42|Attract:QKI_1140,motif483|Attract:HNRNPA1_679,Attract:HNRNPA1_681,Attract:HNRNPA1_642,Attract:HNRNPA1_689,Attract:HNRNPA1_680,Attract:HNRNPA1_682,motif928|Attract:SRSF2_502
cluster_131	transfac_motifs_motif537_n537,transfac_motifs_motif646_n646,transfac_motifs_motif401_n401,transfac_motifs_motif504_n504,transfac_motifs_motif473_n473,transfac_motifs_motif80_n80	motif537|Attract:HNRNPH2_929,Attract:HNRNPH1_877,Attract:HNRNPH3_961,Attract:HNRNPH3_973,Attract:HNRNPF_818,Attract:HNRNPF_825,Attract:HNRNPH1_856,Attract:HNRNPH2_910,motif646|Attract:HNRNPH2_907,motif401|Attract:HNRNPH2_904,Attract:HNRNPH1_868,Attract:HNRNPH3_956,Attract:HNRNPF_802,Attract:HNRNPH1_851,Attract:HNRNPH3_968,Attract:HNRNPF_824,Attract:HNRNPH2_922,Attract:HNRNPH1_873,motif504|Attract:HNRNPH1_131,Attract:HNRNPF_171,Attract:GRSF1_46,Attract:HNRNPH2_142,Attract:HNRNPH3_182,motif473|Attract:HNRNPH2_913,Attract:HNRNPH3_955,Attract:HNRNPH3_980,Attract:HNRNPH1_850,Attract:HNRNPH2_946,Attract:HNRNPH3_964,Attract:HNRNPH1_894,Attract:HNRNPF_830,Attract:HNRNPH2_903,Attract:HNRNPF_807,Attract:HNRNPF_801,Attract:HNRNPH1_859,motif80|Attract:HNRNPH1_1391
cluster_132	transfac_motifs_motif392_n392,transfac_motifs_motif553_n553,transfac_motifs_motif169_n169,transfac_motifs_motif302_n302,transfac_motifs_motif456_n456,transfac_motifs_motif627_n627	motif392|Ornament:BRUNOL6_7mer_logoM178,Attract:CELF6_M178_0.6,Ray2013:RNCMPT00187_BRUNOL6,CISBP:BRUNOL6_M178_0.6,motif553|Attract:HNRNPH1_882,Attract:HNRNPH3_975,Attract:HNRNPH2_934,motif169|Ornament:RBM24_7mer_logo1,motif302|Ornament:Rbm38_7mer_logoM049,CISBP:RBM38_M049_0.6,motif456|Attract:CELF1_s85,Attract:CELF1_425,Attract:TARDBP_1279,motif627|Attract:CELF1_s84,Attract:NOVA1_1132,Attract:CELF2_602
cluster_133	transfac_motifs_motif12_n12,transfac_motifs_motif497_n497,transfac_motifs_motif547_n547,transfac_motifs_motif565_n565,transfac_motifs_motif634_n634,transfac_motifs_motif734_n734	motif12|Attract:PTBP1_489,motif497|Attract:AGO1_359,motif547|Attract:PTBP2_1134,Attract:PTBP1_1004,Attract:PTBP1_1008,Attract:PTBP1_1006,Attract:PTBP1_133,Attract:PTBP1_1025,Attract:PTBP1_380,motif565|Attract:PTBP1_8,motif634|Attract:PTBP1_539,Attract:PTBP1_117,Attract:PTBP1_1021,motif734|Attract:PTBP1_992
cluster_134	transfac_motifs_motif452_n452,transfac_motifs_motif834_n834	motif452|Ornament:A1CF_7mer_logo4,motif834|Attract:PCBP2_783,Attract:PCBP1_753
cluster_135	transfac_motifs_motif984_n984,transfac_motifs_motif533_n533,transfac_motifs_motif886_n886	motif984|Ornament:NOVA1_7mer_logo3,motif533|Attract:SRSF3_1249,motif886|Attract:YBX1_1299
cluster_136	transfac_motifs_motif804_n804,transfac_motifs_motif825_n825,transfac_motifs_motif937_n937,transfac_motifs_motif978_n978	motif804|Attract:SF1_1187,motif825|Attract:SF1_1188,motif937|Attract:SF1_1189,motif978|Attract:SF1_1190
cluster_137	transfac_motifs_motif326_n326,transfac_motifs_motif371_n371,transfac_motifs_motif374_n374	motif326|Ornament:PABPC5_7mer_logoM162,Attract:PABPC5_M162_0.6,Ray2013:RNCMPT00171_PABPC5,CISBP:PABPC5_M162_0.6,motif371|Ornament:ENSXETG00000018075_7mer_logoM236,CISBP:SYNCRIP_M236_0.6,motif374|Ornament:ENSGALG00000000814_7mer_logoM242,CISBP:HNRNPR_M242_0.6
cluster_138	transfac_motifs_motif755_n755,transfac_motifs_motif796_n796,transfac_motifs_motif829_n829	motif755|Attract:PCBP2_370,motif796|Ornament:KHDRBS2_7mer_logo2,motif829|Ornament:KHDRBS3_7mer_logo3
cluster_139	transfac_motifs_motif439_n439,transfac_motifs_motif747_n747,transfac_motifs_motif661_n661,transfac_motifs_motif936_n936	motif439|Attract:HNRNPH1_854,Attract:HNRNPH1_893,Attract:HNRNPH2_945,Attract:HNRNPF_829,Attract:HNRNPH3_990,Attract:HNRNPH3_959,Attract:HNRNPH2_908,motif747|Attract:HNRNPA1_656,motif661|Attract:RBM25_1144,motif936|Attract:RBM25_1143
cluster_140	transfac_motifs_motif199_n199,transfac_motifs_motif11_n11,transfac_motifs_motif284_n284	motif199|Ornament:DAZ3_7mer_logo5,motif11|Ornament:NUPL2_7mer_logo6,motif284|Ornament:SNRNP70_7mer_logoM068,Attract:SNRNP70_M068_0.6,Ray2013:RNCMPT00070_SNRNP70,CISBP:SNRNP70_M068_0.6
cluster_141	transfac_motifs_motif50_n50,transfac_motifs_motif167_n167,transfac_motifs_motif696_n696,transfac_motifs_motif155_n155,transfac_motifs_motif231_n231	motif50|Attract:PTBP1_1314,motif167|Ornament:RBM23_7mer_logo0,motif696|Ornament:IGF2BP1_7mer_logo1,motif155|Ornament:CNOT4_7mer_logo2,motif231|Ornament:TAF15_7mer_logo1
cluster_142	transfac_motifs_motif587_n587,transfac_motifs_motif872_n872	motif587|Attract:NELFE_21,motif872|Attract:MBNL1_1125
cluster_143	transfac_motifs_motif543_n543,transfac_motifs_motif934_n934,transfac_motifs_motif36_n36,transfac_motifs_motif704_n704,transfac_motifs_motif739_n739	motif543|Attract:PTBP1_1009,Attract:PTBP1_1024,Attract:PTBP1_25,motif934|Attract:PTBP1_1011,motif36|Attract:PTBP1_100,motif704|Attract:RBM5_1148,motif739|Attract:PTBP1_1023,Attract:PTBP1_71
cluster_144	transfac_motifs_motif860_n860,transfac_motifs_motif43_n43,transfac_motifs_motif572_n572	motif860|Attract:TIAL1_1288,motif43|Attract:TIAL1_1289,motif572|Attract:TIA1_1284,Attract:ELAVL2_1093,Attract:ELAVL4_1095,Attract:TIAL1_1287
cluster_145	transfac_motifs_motif5_n5,transfac_motifs_motif569_n569	motif5|Attract:YBX1_1291,Attract:YBX1_1339,motif569|Attract:YBX1_1290
cluster_146	transfac_motifs_motif152_n152,transfac_motifs_motif290_n290,transfac_motifs_motif382_n382	motif152|Ornament:RBM4B_7mer_logo3,motif290|Ornament:SAMD4A_7mer_logoM061,Attract:SAMD4A_M061_0.6,Ray2013:RNCMPT00063_SAMD4A,CISBP:SAMD4A_SAMD4B_M061_0.6,motif382|Ornament:EIF4B_7mer_logoM291,CISBP:EIF4B_M291_0.6
cluster_147	transfac_motifs_motif458_n458,transfac_motifs_motif735_n735,transfac_motifs_motif816_n816	motif458|Attract:KHSRP_175,motif735|Attract:SRSF3_s81,Attract:SRSF3_1245,motif816|Attract:SRSF3_1244
cluster_148	transfac_motifs_motif368_n368,transfac_motifs_motif176_n176,transfac_motifs_motif180_n180	motif368|Ornament:Fmr1_7mer_logoM015,motif176|Ornament:RBM45_7mer_logo4,motif180|Ornament:RBM45_7mer_logo2
cluster_149	transfac_motifs_motif657_n657,transfac_motifs_motif70_n70,transfac_motifs_motif959_n959	motif657|Attract:HNRNPA1_657,motif70|Attract:SRSF5_1343,motif959|Attract:SRSF6_s42
cluster_150	transfac_motifs_motif756_n756,transfac_motifs_motif806_n806	motif756|Attract:RBM4_1145,motif806|Attract:PTBP1_994
cluster_151	transfac_motifs_motif74_n74,transfac_motifs_motif993_n993	motif74|Attract:RBMX_1361,motif993|Attract:SRP54_408
cluster_152	transfac_motifs_motif664_n664,transfac_motifs_motif701_n701	motif664|Attract:PCBP2_334,motif701|Attract:IFIH1_391
cluster_153	transfac_motifs_motif527_n527,transfac_motifs_motif621_n621,transfac_motifs_motif714_n714	motif527|Attract:RC3H1_531,motif621|Attract:PTBP1_11,motif714|Attract:TIA1_s68
cluster_154	transfac_motifs_motif513_n513,transfac_motifs_motif898_n898	motif513|Attract:NXF1_454,motif898|Attract:RBMX_843
cluster_155	transfac_motifs_motif495_n495,transfac_motifs_motif819_n819	motif495|Attract:SRP54_566,Attract:SRP68_493,Attract:SRP19_402,motif819|Attract:XPO5_469
cluster_156	transfac_motifs_motif480_n480,transfac_motifs_motif58_n58	motif480|Attract:SRSF1_1211,motif58|Attract:SRSF1_1327,Attract:SRSF2_1380
cluster_157	transfac_motifs_motif455_n455,transfac_motifs_motif62_n62	motif455|Attract:CMTR1_427,Attract:YBX1_1294,Attract:SRSF3_1254,motif62|Attract:SRSF2_1357
cluster_158	transfac_motifs_motif923_n923,transfac_motifs_motif575_n575,transfac_motifs_motif453_n453,transfac_motifs_motif514_n514	motif923|Attract:PCBP1_757,Attract:PCBP2_787,motif575|Attract:PCBP2_789,Attract:PCBP1_759,motif453|Attract:PCBP2_780,Attract:PCBP1_750,motif514|Attract:PCBP2_788,Attract:PCBP1_758
cluster_159	transfac_motifs_motif505_n505,transfac_motifs_motif410_n410,transfac_motifs_motif899_n899,transfac_motifs_motif584_n584,transfac_motifs_motif498_n498,transfac_motifs_motif479_n479,transfac_motifs_motif906_n906,transfac_motifs_motif938_n938	motif505|Attract:PUM1_389,motif410|Attract:PUM1_406,Attract:PUM2_361,motif899|Attract:PUM1_569,motif584|Attract:PUM1_339,motif498|Attract:PUM2_514,Attract:PUM1_337,motif479|Attract:PUM1_533,Attract:PUM2_503,motif906|Attract:PUM2_129,Attract:PUM1_151,Attract:PUM2_116,Attract:PUM1_114,motif938|Attract:PUM2_107
cluster_160	transfac_motifs_motif932_n932,transfac_motifs_motif19_n19,transfac_motifs_motif210_n210	motif932|Attract:HNRNPA1_676,Attract:HNRNPA2B1_701,motif19|Attract:HNRNPA1_673,motif210|Ornament:DAZ3_7mer_logo3
cluster_161	transfac_motifs_motif1001_n1001,transfac_motifs_motif681_n681	motif1001|Attract:SRSF7_s83,motif681|Attract:IFIH1_400
cluster_162	transfac_motifs_motif446_n446,transfac_motifs_motif762_n762	motif446|Attract:SRSF1_1229,Attract:HNRNPH1_876,Attract:HNRNPA1_664,Attract:HNRNPH2_928,Attract:HNRNPH3_972,Attract:HNRNPF_817,motif762|Ornament:ILF2_7mer_logo2
cluster_163	transfac_motifs_motif1007_n1007,transfac_motifs_motif885_n885	motif1007,motif885|Attract:PUM1_343
cluster_164	transfac_motifs_motif166_n166,transfac_motifs_motif389_n389	motif166|Ornament:CNOT4_7mer_logo3,motif389|Ornament:CNOT4_7mer_logoM147,Attract:CNOT4_M147_0.6,Ray2013:RNCMPT00156_CNOT4,CISBP:CNOT4_M147_0.6
cluster_165	transfac_motifs_motif133_n133,transfac_motifs_motif579_n579	motif133|Ornament:CELF1_7mer_logo1,motif579|Attract:ZFP36_138
cluster_166	transfac_motifs_motif272_n272,transfac_motifs_motif46_n46	motif272|Ornament:SRSF9_7mer_logoM065,Attract:SRSF9_M065_0.6,Ray2013:RNCMPT00067_SRSF9,CISBP:SRSF9_M065_0.6,motif46|Attract:SRSF1_325
cluster_167	transfac_motifs_motif178_n178,transfac_motifs_motif33_n33	motif178|Ornament:RBM45_7mer_logo3,motif33|Ornament:NUPL2_7mer_logo4
cluster_168	transfac_motifs_motif532_n532,transfac_motifs_motif817_n817	motif532|Attract:HNRNPH1_852,Attract:HNRNPH2_905,Attract:HNRNPH3_957,motif817|Attract:HNRNPH1_853,Attract:HNRNPH3_958,Attract:HNRNPH2_906
cluster_169	transfac_motifs_motif153_n153,transfac_motifs_motif285_n285	motif153|Ornament:RBM4B_7mer_logo2,motif285|Ornament:EIF4G2_7mer_logo1
cluster_170	transfac_motifs_motif60_n60,transfac_motifs_motif789_n789	motif60|Attract:SRSF2_1311,motif789|Attract:SRSF1_1238
cluster_171	transfac_motifs_motif625_n625,transfac_motifs_motif332_n332,transfac_motifs_motif333_n333,transfac_motifs_motif243_n243,transfac_motifs_motif554_n554	motif625|Attract:SF1_1194,motif332|Ornament:MSI1_7mer_logoM167,Attract:MSI1_M167_0.6,Ray2013:RNCMPT00176_MSI1,CISBP:MSI1_M167_0.6,motif333|Ornament:MSI1_7mer_logoM040,Attract:MSI1_M040_0.6,Ray2013:RNCMPT00041_MSI1,CISBP:MSI1_MSI2_M040_0.6,motif243|Ornament:UNK_7mer_logo3,motif554|Attract:SF1_1200
cluster_172	transfac_motifs_motif606_n606,transfac_motifs_motif72_n72	motif606|Attract:HNRNPA1_651,motif72|Attract:SRSF1_1364
cluster_173	transfac_motifs_motif53_n53,transfac_motifs_motif779_n779	motif53|Attract:SRSF1_1336,Attract:HNRNPF_1331,Attract:HNRNPA1_1306,Attract:HNRNPH1_1347,motif779|Attract:SRSF2_1177,Attract:SRSF7_588,Attract:SRSF1_1226,Attract:SRSF2_1344,Attract:SRSF7_1332
cluster_174	transfac_motifs_motif954_n954,transfac_motifs_motif69_n69,transfac_motifs_motif810_n810	motif954|Attract:SRSF1_1235,motif69|Attract:SRSF1_1393,motif810|Attract:SRSF1_s50
cluster_175	transfac_motifs_motif690_n690,transfac_motifs_motif694_n694	motif690|Attract:TIAL1_s63,motif694|Attract:ELAVL1_512,Attract:SSB_548,Attract:ELAVL4_424
cluster_176	transfac_motifs_motif644_n644,transfac_motifs_motif698_n698	motif644|Attract:HNRNPH2_942,Attract:HNRNPH1_890,motif698|Attract:HNRNPH1_889,Attract:HNRNPH2_941
cluster_177	transfac_motifs_motif633_n633,transfac_motifs_motif876_n876,transfac_motifs_motif445_n445,transfac_motifs_motif671_n671	motif633|Attract:SRSF1_126,motif876|Attract:SRSF1_167,motif445|Attract:SRSF1_s49,motif671|Attract:SRSF1_s48
cluster_178	transfac_motifs_motif656_n656,transfac_motifs_motif914_n914	motif656|Attract:PCBP1_756,Attract:PCBP2_786,motif914|Attract:RBMX_844
