GeneID	GSM6031960	GSM6031961	GSM6031962	GSM6031963
4057	0.09445	0.1989	0.04833	0.09791
83597	0.09885	0	0.9307	0.9427
79442	0.06219	0	18.22	13.98
83598	0.1307	0	2.622	0.7588
6997	0	0	0	0
100132146	0	0.05018	0	0
259173	0.9628	0.894	4.401	3.503
259236	0.09186	0.0806	1.241	0.6221
29122	0.1863	0.0654	0	0
100287362	0	0	0	0
377047	0	0.09208	0	0
100288960	0	0	0	0
729756	0.03995	0	0	0
339906	0.08911	0	0	0
4634	0.7946	0.09843	0.3062	0.07753
5745	1.02	0.5552	0.5521	0.5521
151903	4.798	3.961	6.111	5.133
23218	6.857	10.17	16.34	12.54
100129354	0	0.08608	0.3012	0.339
29072	45.55	27.72	33	25.03
285352	0.8957	1.235	1.747	1.324
64147	0.9261	1.485	2.748	2.95
109617025	0	0	0.7284	0
23276	11.75	11.54	15.41	13.87
25930	63.05	40.58	49.44	44.82
22937	43.6	34.17	53.2	47.37
105377073	0	0	0.1981	0.2006
54859	9.166	7.958	14.41	13.58
105377074	0	0	0	0
10675	1.805	3.262	14.49	11.4
6599	105.3	58.53	118.3	100.5
109623484	0	0	0	0
22907	45.87	41.08	53.52	48.22
100302232	0.5516	0.5807	0.9032	1.372
4134	134	59.11	57.55	49.11
993	22.75	26.77	14.63	15.25
100616407	0	0	0	0
820	0	0.0737	0	0
51385	7.63	9.301	16.65	18.56
10201	9.244	4.622	7.184	6.387
101060195	4.137	2.271	3.919	2.99
646424	0	0	0	0
100313840	0	0	0	0
285231	0.02216	0.04666	0	0
5364	3.724	1.49	2.985	2.702
105377077	0.04223	0.1112	0.2248	0.1051
79714	9.357	11.01	14.02	12.27
51372	253.3	134.5	323.3	266.3
84126	5.851	8.989	4.544	4.421
111822955	6.476	9.665	5.334	4.9
11277	8.296	19.38	0.8255	0.6689
51246	86.24	82.46	99.64	105.8
5210	5.361	10.36	2.263	2.286
102465494	0	0.714	0	0
90226	4.059	7.182	0.1583	0.06871
1294	35.81	31.1	0.7645	0.9278
100313843	38.1	29.23	0.4456	0.4514
7384	196.5	106.5	230.1	190.9
106635528	0	0	0.1466	0
440955	0.2155	0.2268	0	0
65010	21.68	25.73	17.12	16.29
102465495	6.566	8.296	1.075	4.901
1951	8.185	6.311	7.76	5.425
100616112	11.89	4.005	10.12	9.07
102724368	0.4056	0.6405	3.154	1.009
51517	24.81	26.99	21.05	18.85
51447	28.62	27.31	27.33	22.81
5576	34.77	14.05	61.33	57.01
100506637	1.634	0.4898	1.152	1.701
788	6.328	7.52	12.99	14.03
646450	3.65	3.134	6.104	4.487
10425	28.5	25.75	28.41	25.32
54681	5.119	6.075	22.98	16.17
11180	102.3	60.93	70.2	53.54
55152	44.71	23.82	42.54	38.7
494337	0	0	0	0
25915	85.75	43.59	101.7	92.56
406966	0	0	0	0.3729
3615	304.3	91.56	370.8	309.2
54870	88.31	59.98	76.9	76.11
5859	184.5	107.3	162.5	153.2
102465536	6.782	2.856	4.442	6.187
10869	32.36	24	39.43	30.67
3913	66.85	61.75	75.28	55.27
22973	0.2145	0.2823	0.0878	0.04447
64925	30.07	20.06	30.01	33.23
200942	6.184	4.021	0.2301	0.4525
646498	0	0.05351	0	0
339834	0	0.0222	0	0.008743
375341	1.181	4.195	3.533	3.698
100422952	1.235	6.501	6.571	5.632
7375	48.95	27.69	33.52	31.34
107986084	1.585	1.425	2.027	2.136
2876	336.1	126.6	140.1	154.6
387	1057	454.1	784.8	777
6988	37.71	18.99	13.57	14.48
275	3.376	4.558	4.85	5.618
84276	5.333	6.371	6.287	5.943
1605	79.36	37.97	67.53	58.15
100132677	0.09535	0.03347	0.2862	0.2504
8927	0.6812	0.3436	1.173	0.8249
327	47.77	27.91	74.59	70.31
4485	1.219	0.8905	5.051	4.312
63891	22.12	16.33	27.1	23.95
386724	3.404	2.73	3.795	3.171
29925	20.72	15.93	23.04	21.48
9807	27.11	26.17	26.4	23.54
389118	0.5019	0.06605	0	0.01041
389119	1.244	1.16	2.095	2.564
7318	7.887	26.45	4.294	7.114
100847079	4.175	15.18	2.175	2.203
10293	19.59	21.31	14.98	13.6
79012	0.04139	0.02906	0.6552	0.698
4486	0.04596	0.2419	0.08779	0.06352
102724438	0.09643	0.4264	0.2368	0.06398
84315	10.82	15.26	17.88	16.64
10180	48.1	29.95	50.9	54.61
10181	46.04	36.01	36.5	33.44
100775107	9.223	9.27	7.16	6.436
100129060	6.111	4.632	5.606	5.504
107986035	7.496	1.613	3.36	3.676
6405	31.11	6.851	14.72	16.3
2779	0	0.04841	0.07528	0
10991	6.789	2.442	0.06329	0.03205
2771	451.7	247.5	175.2	185.6
102464817	0	0	1.232	0
101928931	0	0	1.202	1.116
7869	24.28	6.879	0.6415	0.6212
102465526	6.672	0.7025	0.5463	2.213
132228	3.35	2.85	5.89	4.825
7866	62.77	47.58	93.67	78.6
8372	3.063	4.701	7.964	8.818
24142	12.62	8.311	11.96	12.02
3373	0.519	0.6558	0.3825	0.2066
8692	35.53	19.73	20.97	18.06
11334	28.32	31.06	36.36	33
11186	12.12	12.32	9.624	8.976
102060282	0.3665	0.1654	0.6431	0.4343
51364	0.311	0.4912	0.8185	0.608
10641	21.45	14.66	26.59	26.19
11068	10.17	7.164	8.53	6.845
11070	48.85	40.95	44.99	39.22
9254	0.6659	0.3247	3.409	1.947
105377082	0	0	0	0.1221
105377083	0	0	0	0
51161	0.7016	0.6578	5.965	5.444
51409	2.385	1.939	4.678	4.844
1154	1.915	0.3517	0.8606	1.122
7867	21.19	13.23	49.69	44.86
107986085	0.04384	0.04616	0.07179	0.1636
1795	0.1574	0.1848	7.973	5.925
100616138	0	0.5185	4.032	2.859
7873	316.1	312.4	183.9	232.4
29890	34.22	13.93	30.28	26.24
9730	25.78	18.1	28.33	23.96
105377085	0	0.08043	0	0
23132	12.7	9.623	11.28	9.58
105377086	0	0.04549	0	0
51368	24.09	22.24	32.25	34.25
2912	0.5276	0.2681	0.02979	0.02012
105377087	0	0	0	0
440956	0	0	0	0
100506840	0	0	0	0
401067	0	0	0	0
389123	0	0	0	0
101928999	0	0	0	0
389124	0	0	0	0
132141	0.1072	0.05642	0.08774	0
9136	49.82	57.99	112.2	104.1
10039	22.27	24.08	16.58	18.22
118442	0.5857	0.2878	0.7512	0.6638
57060	37.16	22.65	60.42	50.12
84836	44.97	24.56	38.25	39.67
100526760	10.84	9.608	28.09	27.71
25864	15.87	14.3	25.51	20.63
95	11.96	10.66	33.53	34.19
6159	1887	791.1	1263	1092
105377088	0.03264	0	0	0
1849	25.18	27.43	37.27	32.82
100128378	0.0274	0	0.01122	0
25886	25.79	16.18	20.51	19.49
211	50.86	64.03	70.28	79.48
54106	0.1069	0.06753	0.05251	0.01773
11344	56.59	66.3	61.92	56.01
101929054	1.292	0.07771	2.326	1.897
132160	17.71	7.354	13.95	10.86
80335	73.76	54.45	80.58	68.45
406890	0	0	0	0
107986086	0.6972	0.7341	2.791	2.184
132158	2.045	1.514	3.668	3.258
100874110	0.1434	0.1132	0.6457	0.9216
406925	1.379	0.9679	1.882	1.525
25981	0.3506	0.2298	0.4416	0.3091
8314	54.13	43.19	59.93	48.84
51533	4.546	2.703	8.285	7.841
56920	0.728	0.5684	1.467	1.167
105377091	0	0	0	0
7134	2.649	1.205	0.8381	1.198
11188	25.32	18.53	25.93	20.12
23166	1.535	0.6832	1.407	1.187
64943	92.94	35.63	87.24	74.73
440957	9.524	5.153	6.953	4.805
55193	44.66	17.21	33.61	29.26
26354	151.5	145.5	203.5	205.7
106633805	0.8442	0.8889	0.2304	0.7001
692089	9.797	8.023	9.358	6.32
100113381	9.341	14.99	23.67	18.81
109616991	10.5	13.65	22.75	17.41
692109	17.19	21.49	22.43	38.32
55830	37.33	23.58	29.43	25.97
28972	46.7	35.74	66.22	68.99
6787	11.2	8.083	16.41	15.39
3697	0	0	0	0.04232
3699	0.1808	0.04078	0	0.01071
3700	0.09995	0.1184	0.4603	0.3627
100873993	0	0	0	0.08685
100526772	8.07	4.908	8.801	7.924
389125	1.107	0.8328	1.23	0.9184
375346	10.29	7.464	8.817	8.677
102465866	0.4596	0	0.7526	0
51460	10.05	9.437	9.803	8.712
91869	6.47	5.639	5.977	5.942
5580	12.24	16.97	20.48	18.38
7086	585.6	162.8	387.2	267.3
107986087	0.3098	0.2718	0.1268	0.07137
55802	26.03	28.64	20.57	18.73
109617024	0	0	0	0
105377094	0	0	0.166	0.1261
776	0.02229	0	0	0
55349	0	0.009318	0	0.007339
55540	0.6062	0.4591	0.7923	0.6085
93973	5.153	4.663	5.708	4.947
58515	26.25	26.42	24.41	24.54
105377095	0	0	0	0
55799	0.06551	0.02299	0.05363	0.1087
107986088	0.006958	0.007326	0	0
790952	0	0	0.01079	0.01093
100874237	0	0	0	0
57408	0.02603	0	0	0
107986089	0	0	0	0
105377096	0	0	0	0
105377097	0	0	0	0
105377098	0	0	0.08531	0
7474	6.503	2.425	2.404	2.092
26059	0.2431	0.8447	1.747	1.532
105377100	0	0	0	0
711	0	0	0	0.03031
100500875	0	0	0	0
105377099	0	0	0	0
285331	6.837	6.337	10.86	11.28
23272	20.73	19.33	37.46	30.98
50650	1.562	1.537	3.617	3.297
100874200	0	0	0	0
353324	0.03543	0	0.145	0.05877
54756	0.3851	0.2829	5.104	4.037
105377101	0.06751	0.1955	0.3178	0.2659
8820	0.2115	0.4453	1.771	1.902
26060	32.96	14.79	38.75	31.91
142686	2.036	1.094	2.9	2.515
105377102	7.332	3.474	10.91	8.868
201625	0.0148	0.05297	0.0315	0.02209
201626	6.726	6.969	12.57	10.92
378	355.9	356.7	227.3	224.6
106144532	1.736	0.7153	1.607	1.878
201627	9.002	5.694	13.24	11.87
101929159	0	0	0.04555	0.04614
7871	20.2	18.88	21.93	22.86
105377103	0.5109	0.4759	0.1931	0.1793
105377104	0.1519	0.06396	0	0
2317	98.09	85.21	64.75	43.3
105377105	8.746	7.882	6.12	4.7
105377650	0	0.03541	0.1239	0.05578
1776	0	0	0	0
107986091	0	0	0	0
57406	6.09	7.53	11.76	10.9
11102	3.659	4.016	4.633	4.205
109703458	6.926	7.616	7.596	6.969
54899	7.426	10.31	10.94	10.74
105377106	0.07725	0.04067	0	0
5162	75.67	55.57	90.75	85.17
107986092	0	0	0	0
200845	6.543	4.522	6.195	6.762
8309	0.4422	0.3582	0.7659	1.227
107984079	0.02313	0.02435	0.0284	0
11170	0.09418	0.1322	0.4541	0.1302
105377108	0	0	0.08251	0.08357
131177	0	0	0.168	0.1276
105377109	0	0	0.01466	0
200844	0.3438	0.5492	2.922	2.891
101929238	0	0	0	0.03115
105377110	0	0	0	0
339902	0	0	0	0
2272	0.1016	0.08809	0.5382	0.5799
105377113	0	0	0.009239	0
105377112	0	0	0	0
107986015	0	0	0.00764	0.007739
103504735	0	0	0	0
105377111	0	0	0	0
105377114	0	0	0	0
105377115	0	0	0	0
5793	16.37	5.197	15.89	12.31
107986016	0.02537	0.02672	0.01039	0.03683
105377116	0.5218	0.0314	0.006104	0.006183
100506994	4.477	1.1	1.759	1.498
57415	5.879	1.319	0	0.01636
55079	0	0.04125	0	0
105377647	0	0	0	0
8618	0	0	0	0.004383
285401	0	0	0	0.01869
107986043	0	0	0	0
132204	0.007829	0	0	0
100874016	0	0	0	0
132203	0	0	0	0
105377119	0.5479	0	0	0
100130345	0.008878	0	0	0
132200	0.04423	0	0.02716	0.07336
80145	75.26	51.07	81.71	70.8
100874039	0.1229	0	0.151	0.4078
6314	23.55	24.7	13.54	12.87
100861563	1.298	2.05	0.9297	0.5381
100507062	1.07	1.895	1.062	1.089
9861	52.99	55.98	54.34	56.87
105377121	0	0	0	0
107986093	0	0	0	0
100652759	1.005	0.549	0	0
100287879	0.03886	0.04092	0	0
166336	1.162	0.6928	0	0
100874242	0	0	0	0
100874243	0.1739	0.1409	0	0
101929316	0.04366	0.3218	0	0
105377123	0.3631	1.687	0	0
56999	0	0.04463	0.2039	0.1099
101929335	0	0.01108	0.02585	0.00873
100507098	0	0	0	0
105377124	0	0	0	0
107986017	0	0	0	0
105377125	0	0	0	0
105377127	0	0	0	0
102724763	0	0	0	0
107986094	0	0	0	0
9223	8.135	2.926	4.123	3.142
107986018	0.0254	0	0	0.01053
151877	0.1933	0	0.01319	0
100873983	0	0	0	0
105377128	0.2453	0.3443	0.2008	0
115286	3.779	3.093	2.413	1.974
107986095	0	0	0	0
26018	16.43	11.14	2.595	2.416
105377141	0	0	0	0
105377142	0	0	0	0
105377143	0	0	0	0
105377144	0	0	0	0
84541	0.2563	1.098	1.57	1.884
100422941	0	0	0	0
112267879	0.3937	0.1358	0.6835	0.7092
8801	32.49	14.76	12.08	11.26
105377148	0.02085	0.01463	0.01138	0
101927111	1.701	1.94	0.116	0.1306
407738	0	0	0	0
107986019	0	0	0	0
105377146	0	0	0	0
151647	0	0	0	0
285203	10.34	8.119	16.97	18.52
7110	30.42	17.72	18.82	17.83
100422859	1.061	0	0	0.8797
9039	79.1	70.48	61.06	65.46
10550	46.33	38.19	44.33	45.48
56203	0	0	0	0.03335
23150	0.2863	0.2968	0.0577	0.168
4286	8.038	3.266	4.671	4.164
101927152	0	0	0	0
105377151	0	0	0	0
107986096	0	0	0	0
105377152	0	0	0	0
27086	21.34	20.78	6.043	7.826
104502416	0.1162	0	0	0
100302112	0	0	0	0
105377155	0	0	0	0.1521
317649	0.1165	0.0818	3.537	2.874
2850	0	0	0	0
60675	0	0	0	0
105377156	0	0	0	0
105377157	0	0	0	0
285286	0	0	0	0
201617	0	0	0	0
105377158	0	0	0.04831	0.02447
105377159	0	0	0	0
23429	48.18	31.57	20.2	18.82
105377160	0	0	0	0
105377161	0.06688	0	0	0.1664
102724817	0	0	0	0
105377162	0	0	0	0
55164	6.083	5.619	7.915	8.247
107986097	0	0	0	0
727936	4.468	1.228	11.55	14.5
151987	44.6	43.24	25.36	38.28
55096	2.291	1.634	2.017	3.719
107986098	0	0	0	0
23024	5.711	4.031	0	0
101927296	0	0	0	0
101927249	0.2293	0.1056	0	0
105377164	0	0	0	0
105377165	0	0	0	0
101927346	0	0	0	0
5067	0	0.004574	0	0
105377166	0	0	0	0
105377167	0.1868	0.1788	0.08342	0.07042
105377168	0	0	0	0
107986099	0	0	0	0
100846999	141.4	113.6	213.3	196.6
105377207	0	0	0	0
692099	3.599	2.972	15.14	11.47
107986100	0.3211	0.2499	0.1943	0.2547
100302212	0	0	0	0
100288801	0.02616	0.08262	0.3105	0.1844
401074	16.48	8.663	30.44	26.18
100131827	1.141	3.388	3.046	2.513
100422955	0.9849	3.111	2.016	2.042
6092	0.0636	0	0.003254	0.003297
107986020	0	0	0	0
102724949	0	0	0	0
105377171	0	0	0	0
105377172	0	0	0	0
105377173	0	0	0	0
6091	17.09	0.6924	12.67	12.13
101927374	0	0	0	0
100500877	0	0	0	0
105377177	0	0	0	0
105377176	0	0	0	0
105377175	0	0	0	0
105377174	0	0	0	0
728290	0	0	0	0
2632	70.53	31.57	47.3	45.18
105377178	0	0	0	0
105377179	0	0	0	0
105377180	0	0	0	0
101927439	0	0	0	0
105377181	0	0	0	0
105377183	0	0	0	0
105377186	0	0	0	0
105377187	0	0	0	0
105377188	0.04211	0	0.02955	0.01996
440970	0	0	0	0
105377192	0	0	0	0
105377193	0	0	0	0
253559	0.02874	0.008644	0.04033	0.01702
106635529	0	0	0	0
100847077	0	0	0	0
100874037	0	0	0	0
102723364	0	0	0	0.08257
101927494	0	0	0	0
101927518	0	0	0	0
105377196	0	0	0	0
389136	49.23	16.32	0.2248	0.275
100846978	0.1516	0.1314	0	0
100616161	0	0	0	0.7709
25978	32.07	25.83	34.72	35.19
5449	0	0	0	0
105377198	0	0	0	0
3355	0	0	0.03237	0
8545	74.35	57.12	60.89	51.78
55279	9.051	9.103	4.506	3.768
285237	29.79	30.17	20.92	19.94
105377202	0	0	0.059	0
111064647	0	0	0	0
2042	0.2201	0.1987	0.07209	0.01043
101930420	10.09	8.369	5.359	6.912
107984021	1.144	0.6487	2.018	2.117
5627	4.467	4.632	14.6	10.46
200894	22.49	38.06	19.39	18.66
415117	0.3278	0.3451	0.01789	0.03625
200895	3.529	3.509	3.59	3.637
63899	4.112	7.927	2.415	2.646
105373992	0	0	0	0
255025	0	0	0	0
100287639	0	0.1175	0	0
102465864	0	0	0	0
285220	0.05926	0.1909	0.444	0.3663
107986103	0	0.0335	0.05211	0
101929278	0.01405	0.0222	0.01151	0.01748
84100	2.146	4.681	3.247	3.346
101929298	0.591	1.244	0.9677	0.8577
131544	13.18	15.06	9.709	6.984
105373994	0.009589	0.02019	0.0157	0
84864	17.52	21.38	18.59	16.77
200959	0	0	0	0
81050	0	0	0	0
26341	0	0	0	0
105373996	0	0	0	0
403273	0	0	0	0
403274	0	0	0	0
105373998	0	0	0	0
105373997	0	0	0	0
101929320	0	0	0	0
105373999	0	0	0	0
79295	0	0.07827	0	0
79310	0	0	0	0
403278	0	0	0	0
105374000	0	0	0	0
403277	0	0	0	0
26339	0	0	0	0
402135	0	0	0	0.03607
56650	101.7	138.6	70.77	77.64
2838	0	0.03222	0.02505	0.07612
1371	9.558	15.75	7.738	7.402
100874207	3.174	2.096	2.114	1.249
10402	4.493	4.811	2.431	2.066
131566	409.2	508.5	20.59	32.21
105374002	1.177	2.478	0	0
105374003	22.44	118	0.05824	0.0295
107986104	0	1.659	0	0
105374004	0	0	0	0
105374007	4.644	1.162	0	0.01181
105374005	1.003	0.6395	0.113	0.01526
105374006	1.188	1.32	0.108	0
1295	318.4	74.97	47.38	7.985
101929357	7.154	9.518	10.49	9.384
84319	26.72	41.11	39.28	31.93
11259	15.29	24.32	0.0137	0.03469
112268455	0.09317	0.1226	0	0
100500859	0	0	0	0
105374010	0.08716	0.0798	0.02792	0.03457
105374009	0.06212	0.05723	0.05086	0.00644
644444	0	0	0	0
55773	50.53	79.36	23.2	22.77
56954	7.881	10.38	9.337	10.1
9868	92.73	117.4	77.95	68.79
348801	1.509	1.893	3.852	3.368
55076	6.852	9.111	21.83	10.78
84873	0.02088	0	0	0
10342	244.4	409	113.4	110.7
25890	102.5	99.43	0.4159	1.484
50939	0	0.1095	0.02028	0.04108
57337	11.34	10.14	6.592	5.61
131909	0.1442	0.1518	0	0
54931	31.78	80.14	36.48	38.13
57092	178.1	178.8	100.5	94.25
27107	19.6	26.71	15.29	13.66
100009676	4.525	6.936	4.665	4.085
6152	2766	2139	1288	1143
105374013	1.448	1.231	2.287	1.253
285359	0.4208	0.1772	0.1378	0.2792
79598	14.13	21.14	9.141	8.895
91775	7.171	11.82	5.795	5.292
64332	10.72	126.4	7.236	61.11
152225	1.351	6.095	0.9412	2.241
101929411	0	0.3715	0	0
107986105	0	0	0	0
131368	0.01013	0.2026	0.01658	0
105374016	0	0.02617	0	0
107986106	0	0	0	0
105374017	0	0	0	0
105374018	0	0	0	0
100616336	0	0	0	0
105374019	0	0	0	0.0691
105374020	0	0	0.06733	0.08526
105374021	0	0.02268	0.09699	0.1072
107986107	0	0	0	0
107986108	0.1405	0.2775	1.158	1.282
105374023	0	0	0	0
214	254.9	250	150.5	105.5
868	7.259	9.215	4.584	4.367
107986109	0.06945	0.02437	0.01895	0
105374024	0	0.006729	0	0
105374026	0	0	0	0
105374027	0.04657	0	0.05083	0.06437
107986110	0.04591	0	0.03759	0
107986112	0	0	0	0
101929485	0.07243	0	0.1087	0.3103
105374029	0.006418	0.08108	0.9878	0.8409
101929534	0.05588	0.06789	3.896	2.253
107986021	0.02843	0.1497	0.1629	0.07074
100302640	0.7546	1.228	2.022	3.357
344595	4.318	19.66	17.22	17.97
84692	0	0.1092	0	0.1433
101929579	0	0.1853	0.07206	0.219
101929607	0	0.05858	0	0.04614
56987	29.24	65.87	29.73	26.17
151658	0	0.09899	0.03849	0
285205	0	0	0	0
961	4.975	15.57	4.692	6.137
105374031	0	0	0	0.008534
101929623	0	0.2446	0	0.1028
55081	9.175	14.33	24.74	22.05
11148	0	0.06028	0.01875	0
22989	0.1499	0.3216	0.1046	0.1059
57650	26.34	52.4	15.94	16.65
9666	14.28	26.06	4.232	3.59
105374033	0	0	0	0
105374034	0	0	0	0
84666	0	0	0	0
50852	0	0	0	0
9626	0	0	0	0
27136	0	0	0	0
100506506	0	0	0	0
401081	0	0	0	0
677779	0	0	0	0
151871	0	0.1603	0	0
55211	0.05128	0	0	0
401082	0	0	0	0
100616129	0	0	0	0
105377811	0	0	0	0
105374036	0	0	9.667	7.631
105374037	0	0	0	0
151760	0.681	2.215	0.02208	0.01118
100506555	0.03664	0.1157	0.24	0
25945	36.17	30.47	5.508	4.158
105374038	0.07544	0.05295	0	0
105374039	0	0.1125	0	0
10225	0.03331	0	0	0
79413	0.8034	0.3148	0	0
257068	6.683	8.821	0.5992	0.2715
100874115	1.291	0.5892	0.141	0.1071
90102	16.59	42.6	17.17	17.13
107984087	0.08048	0	0	0
105374040	0.01915	0.06048	0.01568	0
55347	31.54	42.86	25.29	26.2
29114	0.315	0.08291	0	0
344805	0.1259	0.09278	0	0
79669	3.498	11.07	1.329	1.112
693152	0	1.778	0	0
257144	0.8059	2.002	0.3815	0.1932
112806053	1.025	2.159	0.4022	0.3719
285335	0.04064	0.08558	0.01109	0.005618
105374042	0	0	0	0.03237
4345	4.543	0.6753	0.01094	0.02216
105374041	0.02698	0	0	0
112268446	0.007938	0	0.006499	0
151888	0.04848	0.04084	0.04763	0.04825
64422	61.51	89.12	53.05	56.12
55032	37.03	41.56	16.87	16.92
112268447	2.565	0.4595	3.045	0.8575
100506621	2.422	0.4123	3.187	0.9478
151887	290.6	105	283.6	111.7
101929694	0	0	0.0503	0
113218483	0	0	0	0
100129297	0	0	0	0
344807	0.01574	0	0	0.01305
131450	0.05317	0	0.02612	0.03528
29083	24.35	24.75	21.5	20.51
25871	22.98	34.52	19.76	19.6
107986114	1.613	2.226	1.399	1.476
107986113	0.1454	0.6125	1.204	1.434
101929717	0	0	0	0
102723430	0	0	0	0
91653	0.01818	0.08296	1.36	1.221
55779	0.5495	2.661	1.408	1.592
100874029	0.3618	1.27	0.3456	0.5001
102466253	0	0	0	0
152185	11.94	23.96	6.73	6.422
54847	0.01514	0.09566	0.1364	0.1193
100616476	0	0	0	0
205717	8.053	5.956	6.147	4.122
80218	90.41	125.6	54.59	50.49
523	43.43	34.16	39.38	37.73
54762	1.365	1.511	1.762	1.727
254887	0.245	1.887	6.796	6.41
57577	0.3265	1.01	1.183	1.278
105374048	0	0.09795	0.02539	0
79691	19.62	46.55	19.65	17.79
1814	0	0	0	0
107986115	0	0.0655	0	0
7634	0	0.7092	0	0
201633	1.5	1.302	0.355	0.1593
26137	2.871	2.51	0.5026	0.2371
693153	0.8709	0.4585	0	0
100131117	0.2647	0.2787	0.05911	0
101929754	0	0	0	0
100616166	0	0	0	0
104413890	0	0	0	0
100874131	0	0	0	0
101926886	0.09448	0	0.0221	0.06716
105374051	0	0	0.04363	0.06629
2596	0	0	0.3043	0.395
4045	0.07857	0.03469	0.006225	0
105374053	0	0	0	0
109623450	0	0	0	0
107986116	0	0	0	0
105374052	0	0	0	0
101926903	0	0	0	0
100861506	0	0	0	0
285194	0	0	0	0
100616485	0	0	0	0
100506724	0	0	0	0
105374054	0	0	0	0
105374056	0	0.005477	0	0
105374057	0	0	0	0
107986022	0	0	0	0
101926953	0	0	0	0
105374058	0.05667	0	0	0
105374060	0	0.1464	0	0
101926968	0	0	0	0
107983969	0	0	0	0
105374059	0	0	0.351	0
152404	0	0.01907	0.1335	0.1127
100506765	0	0	0	0
152405	0.04596	0	0	0
7348	0.1224	0.04295	0	0.03383
8702	16.79	25.44	8.923	9.677
100874201	5.247	6.245	2.179	2.144
57514	1.826	5.388	3.087	3.649
100874246	1.26	1.396	0.6513	0.6048
55254	36.56	54.67	11.61	11.16
56983	11.1	25.61	8.868	8.866
51300	40.68	85.44	42.04	42.68
941	0.01511	0	0.03712	0
107986118	0	0.08344	0	0
141	0.02243	0.02361	0	0
51365	0.04183	1.431	0	0
105374062	0	0	0	0
64091	0.06497	0.4333	0.03546	0.03592
105374063	0	0.05991	0.09317	0.09438
10063	65.13	98.75	59.57	65.94
105374064	0	0.03612	0	0
89876	0.04493	0.5676	0.007356	0
8856	0.1089	0.03821	0	0
2932	30.6	30.91	6.683	6.925
113839522	0	0	0	0
107986119	0.7867	3.919	0.754	1.146
105374065	0	0	0	0
165829	0.1169	0.2873	0.01277	0.08405
116064	47.49	60.71	28.41	22.93
100130701	34	20.6	2.69	5.118
11167	866.2	550.1	70.22	117.5
406975	3165	1807	219.6	402.3
107986121	2.604	1.53	0.2975	0.2679
4710	115.3	114.3	86.37	84.49
3081	0.03288	0	0.02692	0
285282	12.26	14.42	8.052	7.199
2960	20.06	45.49	15.48	15.91
101926983	0	0	0	0
105374069	0	0	0	0
9515	0.007045	0.004945	0.01923	0.01168
100847043	0	1.146	0	0
10721	15.43	40.22	8.578	6.989
503582	0	0	0	0
51725	0	0.0461	0	0
3059	0.1246	0.04373	0.102	0.1206
2804	26.43	32.37	14.24	10.09
9657	20.39	52.59	10.13	9.966
55840	0.8218	1.981	0.762	0.8868
6565	0.354	0.9136	0.1989	0.2015
286676	0	0.03555	0	0
101927010	0	0	0	0
942	0	0	0	0
846	0.01275	0	0	0
1475	0.3892	2.576	0	0.5533
131076	41.75	87.03	45.23	47.45
26355	33.3	42.1	19.64	18.83
54554	7.838	7.839	4.008	4.352
102723582	1.932	1.192	0.6545	0.7182
3836	38.73	64.71	19.31	17.86
107984000	0	0.8853	0.1377	0
105374071	3.934	27.92	1.162	1.136
83666	10.56	133.9	4.233	4.198
151636	38.58	326.9	19.23	19.76
165631	0.03917	0.1598	0.01603	0.01624
54625	24.93	155.3	17.3	15.91
79663	4.557	6.403	3.291	3.567
84925	2.93	2.973	7.016	6.651
100129550	0.2312	0.1623	0.4933	0.3661
54437	0.01245	0.01967	0	0.02582
112268448	0	0	0	0
10954	22.41	57.66	21.62	22.12
102465667	0	5.571	0.3938	0.7978
26984	12.01	13.44	5.107	5.046
111	0.02419	0.1375	0.8159	0.666
201562	65.23	41.76	28.79	25.82
100506826	13.19	11.66	3.079	2.136
4638	49.8	40.74	7.796	6.046
100873940	0.5791	0.5227	0	0
105369194	3.402	1.979	0.1656	0.1678
64770	37.98	72.43	18.31	20.16
54763	0.03492	0	0.03812	0.02896
8997	2.092	3.394	0.1128	0.0692
100847021	0	0	0	0
105374077	0.05256	0	0	0
102464832	0	0	0	0
107986123	0	0	0	0
105374076	0	0	0	0
7372	16.37	26	9.813	9.311
100422864	1.591	0	0.4342	3.079
3693	19.99	18.96	18.64	16.18
56667	0.07184	0.1815	0	0.04767
57493	53.03	58.81	36.02	29.82
84561	0.918	0.5576	0.2698	0.3806
100847039	0	0	0	0
7707	23.98	30.88	9.306	8.187
105374080	0.04208	0.08862	0	0.08725
105374081	0	0.1103	0	0
8723	34.77	54.32	28.35	23.95
114885	22.26	26.11	11.51	12.04
105374312	0.1109	0	0.0908	0.09198
100302204	0	0	0	0
101927056	0.9874	4.213	0.2978	0.6465
102723696	1.113	2.696	0.428	0.378
100125556	1.925	4.375	6.604	6.354
200810	0.1459	0.2706	0.5573	0.5818
152015	0.1398	0.03679	0.2574	0.2028
54946	26.59	23.72	16.55	13.16
105374085	0.8523	0.4166	2.168	1.313
112267887	0.02752	0.05796	0.0676	0.0913
10840	0.6356	0.7161	0.02739	0
100874204	0.3786	0.09967	0.0775	0
105374083	0	0	0	0
100862662	0.0356	0.1124	0	0
107986124	0.05587	0.02353	0.04574	0.01853
28999	0.8704	0.3882	1.514	1.203
105374088	0.1605	0	0	0
107986044	0	0	0	0
100506907	0	0	0	0
348807	0.07108	0.02138	0.008313	0.01684
79364	23.17	35.29	12.45	9.996
