Reference	HEK293_PSI_Rep1	HEK293_PSI_Rep2	HEK293_WT_PSI_Rep1	HEK293_WT_PSI_Rep2	HeLa_PSI_Rep1	HeLa_PSI_Rep2	K562_PSI_Rep1	K562_PSI_Rep2	MCF7_PSI_Rep1	MCF7_PSI_Rep2	HMC3_PSI_Rep1	HMC3_PSI_Rep2
1002	0.7894736842105263	0.8305084745762712	-1.0	-1.0	0.9836065573770492	0.9705882352941176	0.9855072463768116	0.9803921568627451	0.8790322580645161	0.9629629629629629	0.9714285714285714	0.981203007518797
1005	0.7741935483870968	0.822429906542056	-1.0	-1.0	0.9887640449438202	1.0	0.967391304347826	1.0	0.9452054794520548	0.9642857142857143	0.9921875	0.9817073170731707
1013	0.9080459770114943	0.920863309352518	-1.0	-1.0	0.9921259842519685	1.0	1.0	1.0	0.9555555555555556	0.9714285714285714	0.9779005524861878	0.9829059829059829
1019	0.782608695652174	0.7317073170731707	-1.0	-1.0	0.9693877551020408	0.8857142857142857	0.9557522123893806	0.935064935064935	0.7457627118644068	0.8974358974358975	0.9252336448598131	0.8793103448275862
1029	0.927710843373494	0.8674698795180723	-1.0	-1.0	0.9661016949152542	0.9375	0.9896907216494846	1.0	0.9818181818181818	0.9578947368421052	0.9915254237288136	0.9818181818181818
1042	0.7878787878787878	0.8431372549019608	-1.0	-1.0	1.0	0.8333333333333334	0.9574468085106383	1.0	0.9534883720930233	0.8636363636363636	0.9855072463768116	1.0
1048	0.6073619631901841	0.6536964980544747	-1.0	-1.0	0.9318181818181818	0.9210526315789473	0.9004149377593361	0.9714285714285714	0.8557692307692307	0.8709677419354839	0.9193548387096774	0.9193954659949622
1049	0.7916666666666666	0.8571428571428571	-1.0	-1.0	0.975609756097561	1.0	0.9795918367346939	1.0	0.9662921348314607	0.9420289855072463	0.9659863945578231	0.9617224880382775
1050	0.36	0.38181818181818183	-1.0	-1.0	0.6666666666666666	0.7619047619047619	0.6956521739130435	0.8923076923076924	0.6164383561643836	0.7868852459016393	0.7285714285714285	0.717948717948718
1061	0.9386973180076629	0.915	-1.0	-1.0	0.9883381924198251	0.9787234042553191	0.9765258215962441	0.996078431372549	0.937799043062201	0.9623655913978495	0.9953379953379954	0.9979879275653923
1067	0.8494623655913979	0.9065420560747663	-1.0	-1.0	0.9936305732484076	0.9193548387096774	0.9728260869565217	0.98	0.928	0.96	0.9872340425531915	0.9961832061068703
1068	0.8767123287671232	0.7956521739130434	-1.0	-1.0	0.9577464788732394	1.0	0.9513274336283186	1.0	0.9641025641025641	0.9652173913043478	0.9758308157099698	0.9798270893371758
1072	0.8484848484848485	0.8633879781420765	-1.0	-1.0	0.9571428571428572	1.0	0.9885057471264368	1.0	0.94	0.9714285714285714	0.9809523809523809	0.9874476987447699
1075	0.6612903225806451	0.7131147540983607	-1.0	-1.0	0.9622641509433962	1.0	0.9913793103448276	1.0	0.8955223880597015	0.9130434782608695	0.9485294117647058	0.9855072463768116
1077	0.675	0.7586206896551724	-1.0	-1.0	0.9918032786885246	0.9333333333333333	0.9607843137254902	0.9805825242718447	0.9772727272727273	0.925	0.9704433497536946	0.9508196721311475
1087	0.5797101449275363	0.542713567839196	-1.0	-1.0	0.9370629370629371	0.9583333333333334	0.9101796407185628	0.9590163934426229	0.8421052631578947	0.8709677419354839	0.8973384030418251	0.8777292576419214
1090	0.46153846153846156	0.5092592592592593	-1.0	-1.0	0.9090909090909091	0.8	0.8350515463917526	0.9565217391304348	0.7580645161290323	0.84	0.8584070796460177	0.9054054054054054
1096	0.3548387096774194	0.3684210526315789	-1.0	-1.0	0.6395348837209303	0.6896551724137931	0.5531914893617021	0.64	0.4772727272727273	0.5454545454545454	0.48314606741573035	0.5555555555555556
1097	0.45161290322580644	0.4439461883408072	-1.0	-1.0	0.8344370860927153	0.8620689655172413	0.8206521739130435	0.9139784946236559	0.6929824561403509	0.7446808510638298	0.8291457286432161	0.7627118644067796
1102	0.536144578313253	0.525	-1.0	-1.0	0.8855421686746988	0.8163265306122449	0.8453038674033149	0.9583333333333334	0.7876106194690266	0.7530864197530864	0.8571428571428571	0.8273381294964028
1103	0.7402597402597403	0.7972972972972973	-1.0	-1.0	0.9576271186440678	0.9166666666666666	0.9765625	1.0	0.8493150684931506	0.9516129032258065	0.9562043795620438	0.9794520547945206
1121	0.6923076923076923	0.5849056603773585	-1.0	-1.0	0.9074074074074074	1.0	0.9130434782608695	1.0	0.8421052631578947	0.9166666666666666	0.9642857142857143	0.9901960784313726
1129	0.6195652173913043	0.6171875	-1.0	-1.0	0.9291338582677166	0.875	0.9190751445086706	0.99	0.8775510204081632	0.8956521739130435	0.9170305676855895	0.9142857142857143
1137	0.8157894736842105	0.828125	-1.0	-1.0	0.9836065573770492	1.0	1.0	1.0	0.8979591836734694	0.975	1.0	0.9550561797752809
1139	0.6842105263157895	0.62	-1.0	-1.0	1.0	-1.0	0.9787234042553191	1.0	0.9069767441860465	0.85	0.9571428571428572	0.9571428571428572
1150	0.8615384615384616	0.8037383177570093	-1.0	-1.0	0.9772727272727273	1.0	0.9545454545454546	0.9866666666666667	0.8979591836734694	0.9523809523809523	0.9821428571428571	1.0
1153	0.9513513513513514	0.9532710280373832	-1.0	-1.0	0.9628099173553719	1.0	0.9769736842105263	0.987012987012987	0.9481481481481482	0.9433962264150944	0.9962546816479401	0.993421052631579
1154	0.9463087248322147	0.9559585492227979	-1.0	-1.0	0.9881305637982196	0.975609756097561	0.97953216374269	0.9885714285714285	0.9375	0.9558011049723757	0.9865470852017937	0.9881796690307328
1166	0.375	0.4312796208530806	-1.0	-1.0	0.8231292517006803	0.8571428571428571	0.8333333333333334	0.9568965517241379	0.620253164556962	0.54	0.6906474820143885	0.7045454545454546
1168	0.7555555555555555	0.7027027027027027	-1.0	-1.0	0.9322033898305084	0.9285714285714286	0.9861111111111112	1.0	0.92	0.8571428571428571	0.9514563106796117	0.96875
1173	0.3089430894308943	0.35064935064935066	-1.0	-1.0	0.5846153846153846	0.6	0.6571428571428571	0.7674418604651163	0.5094339622641509	0.5	0.5662650602409639	0.5568181818181818
1174	0.869281045751634	0.8412698412698413	-1.0	-1.0	0.9932432432432432	1.0	0.983957219251337	1.0	0.9191919191919192	0.9534883720930233	0.9929577464788732	0.9652173913043478
1181	0.9243986254295533	0.9500924214417745	-1.0	-1.0	0.9881656804733728	0.99	0.9859894921190894	1.0	0.9418886198547215	0.9710610932475884	0.9882005899705014	0.9806201550387597
1183	0.5675675675675675	0.5060240963855421	-1.0	-1.0	0.9243027888446215	0.9272727272727272	0.8821138211382114	0.96045197740113	0.6689655172413793	0.8144329896907216	0.8445229681978799	0.8035714285714286
1184	0.9210526315789473	0.905982905982906	-1.0	-1.0	0.9876543209876543	0.9827586206896551	0.9765625	0.9894179894179894	0.9514563106796117	0.9575757575757575	0.9827586206896551	0.9906103286384976
1185	0.28421052631578947	0.34491315136476425	-1.0	-1.0	0.7655172413793103	0.7887323943661971	0.7917808219178082	0.8702702702702703	0.47337278106508873	0.6822429906542056	0.7251461988304093	0.7061855670103093
1195	0.7123287671232876	0.6408450704225352	-1.0	-1.0	0.9512195121951219	0.9565217391304348	0.9431818181818182	1.0	0.926829268292683	0.8125	0.9354838709677419	0.9734513274336283
1198	0.8839285714285714	0.8685714285714285	-1.0	-1.0	0.9652777777777778	0.9761904761904762	0.9827586206896551	1.0	0.898989898989899	0.9661016949152542	0.96	0.9846153846153847
1200	0.8037383177570093	0.8934426229508197	-1.0	-1.0	0.9904761904761905	1.0	0.9893617021276596	1.0	0.9313725490196079	1.0	0.9807692307692307	0.9772727272727273
1201	0.7837837837837838	0.8732394366197183	-1.0	-1.0	0.9767441860465116	0.967741935483871	0.975609756097561	1.0	0.9213483146067416	0.9137931034482759	0.9746835443037974	0.9661016949152542
1215	0.7142857142857143	0.5517241379310345	-1.0	-1.0	1.0	0.5833333333333334	0.9761904761904762	1.0	0.7027027027027027	0.9523809523809523	0.975609756097561	0.8923076923076924
1221	0.8227848101265823	0.9081081081081082	-1.0	-1.0	0.9935064935064936	0.9782608695652174	0.9767441860465116	0.9880952380952381	0.9649122807017544	0.9344262295081968	0.9877300613496932	0.9943820224719101
1235	0.7653429602888087	0.7568710359408034	-1.0	-1.0	0.9533678756476683	0.9759036144578314	0.9534368070953437	0.9846153846153847	0.8662790697674418	0.9271844660194175	0.926829268292683	0.9325842696629213
1236	0.7	0.6439393939393939	-1.0	-1.0	0.8762886597938144	0.9047619047619048	0.9193548387096774	0.967741935483871	0.8653846153846154	0.855072463768116	0.9090909090909091	0.8974358974358975
